日文名,中文名,類型,威力,命中,PP/上限,先制,模式,要害,攻擊範圍,描述,TM,HM,type
おたけび,戰吼,變化,0.0,1.0,30,,,,對方單體,使對手的「攻擊」、「特攻」降低一階級。,,,普
おまじない,幸運咒語,變化,0.0,0.0,30,,,,全場場地,5回合內，對手的攻擊不會命中要害。,,,普
おんがえし,報恩,物理,--,1.0,20,,,,對方單體,親密度越高威力越大，威力＝親密度×（10÷25 ），威力1~102。,27.0,,普
かいりき,怪力,物理,80.0,1.0,15,,,,對方單體,普通的攻擊。冒險中使用：可移開巨大的岩石，使該處變得能夠通行。,,,普
かぎわける,氣味偵測,變化,0.0,0.0,40,,,,對方單體,攻擊將可忽視對手的迴避率，可使「普」、「格」屬性的攻擊能夠擊中「鬼」系的Pokemon。,,,普
かくばる,棱角化,變化,0.0,0.0,30,,,,隊友,使自己的「攻擊」提升一階級。,,,普
かげぶんしん,影子分身,變化,0.0,0.0,15,,,,隊友,使自己的「迴避率」提升一階級。,32.0,,普
かたきうち,報仇,物理,70.0,1.0,5,,,,對方單體,上一回合有同伴被打倒時，威力增加為2倍。,,,普
かたくなる,變硬,變化,0.0,0.0,30,,,,隊友,使自己的「防禦」提升一階級。,,,普
かなしばり,定身法,變化,0.0,1.0,20,,,,對方單體,使對手最後使用的招式在4回合內都無法再使用。,,,普
かまいたち,旋風刀,特殊,80.0,1.0,10,,,,自身,第一回合蓄力，第二回合攻擊的招式，較容易命中要害。攻擊命中複數Pokemon時，威力降為0.75倍。,,,普
からげんき,硬撐,物理,70.0,1.0,20,,,,對方單體,自己處於「中毒」、「麻痺」、「燒傷」狀態時，威力則增加為2倍。,42.0,,普
からみつく,纏繞,物理,10.0,1.0,35,,,,對方單體,有10%機率引發使對手「速度」降低一階級的追加效果。,,,普
からをやぶる,破殼,變化,0.0,0.0,15,,,,隊友,自己的「防禦」、「特防」降低一階級，但「攻擊」、「特攻」、「速度」提升兩階級。,,,普
がまん,忍耐,物理,--,0.0,10,1.0,,,隊友,將使用招式後2回合內（期間內無法操作）受到的傷害以2倍還擊。,,,普
がむしゃら,蠻幹,物理,--,1.0,5,,,,對方單體,對手HP多於自己時才能命中，對手HP減為與自己相同。,,,普
きあいだめ,聚氣,變化,0.0,0.0,30,,,,隊友,之後使出的招式將會較容易命中要害。,,,普
きつけ,清醒,物理,70.0,1.0,10,,,,對方單體,對陷入「麻痺」狀態的對手，招式威力增加為2倍，但也會治好「麻痺」狀態。,,,普
きりさく,劈開,物理,70.0,1.0,20,,,,對方單體,較容易命中要害。,,,普
きりふだ,王牌,特殊,--,0.0,5,,,,對方單體,攻擊必定命中對手。剩餘的PP愈少，招式威力愈強（最高為200）。8~5PP=40、4PP=50、3PP=60、2PP=80、1PP=200。,,,普
くすぐる,撓癢,變化,0.0,1.0,20,,,,對方單體,使對手的「攻擊」、「防禦」降低一階級。,,,普
くろいまなざし,黑色目光,變化,0.0,0.0,5,,,,對方單體,對手將無法逃走。對戰時則將無法替換（交替效果取消）。,,,普
こうそくスピン,高速旋轉,物理,20.0,1.0,40,,,,對方單體,解除自身的捆縛攻擊，如「やどりぎのタネ」、「まきつく」、「うずしお」、「ほのおのうず」等，以及己方場上的「まきびし」、「どくびし」、「ステルスロック」。,,,普
こころのめ,心之眼,變化,0.0,0.0,5,,,,對方單體,下回合之攻擊必定命中。,,,普
このゆびとまれ,看我嘛,變化,0.0,0.0,20,2.0,,,隊友,必定先出招，對手所有招式都將由自己承受。,,,普
こらえる,挺住,變化,0.0,0.0,10,4.0,,,隊友,在該回合中，即使遭受會造成「瀕死」狀態的攻勢，仍能保持1的HP，連續使用時，成功率會降低50%。,,,普
こわいかお,鬼面,變化,0.0,1.0,10,,,,對方單體,使對手的「速度」降低兩階級。,,,普
さきどり,搶先一步,變化,--,0.0,20,,,,己方場地,以1.5倍威力自行使出對手預定要用的攻擊類招式，無法比對手先攻勢時則會失敗。,,,普
さばきのつぶて,制裁光礫,特殊,100.0,1.0,10,,,,對方單體,根據自己裝備的石板改變屬性,,,普
さわぐ,吵鬧,特殊,90.0,1.0,10,,,,我方全員,持續騷動2~5回合，在這段時間內，雙方都不會陷入「睡眠」狀態。即使對手做出「みがわり」，攻擊依然可命中。,,,普
しぜんのちから,自然之力,變化,0.0,0.0,20,,,,對方單體,可使出的招式會根據地形而改變。在草叢或草地為「エナジーボール」、地面與沙地是「だいちのちから」、洞窟是「パワージェム」、水上、水池、淺灘為「ハイドロポンプ」、濕地是「どろばくだん」、冰上是「れいとうビーム」、雪原為「こおりのいぶき」、室內與「Wi-Fi battles」為「トライアタック」、「ベノムトラップ」是「はなふぶき」、「いじげんホール」是「エナジーボール」、「キングシールド」則是「１０まんボルト」。,96.0,,普
しぜんのめぐみ,自然之恩,物理,--,1.0,15,,,,對方單體,屬性與威力會根據攜帶的「果實」而改變。使用過本招式後、「果實」也會隨之消失，沒有攜帶「果實」時則會失敗。,,,普
しっぽをふる,搖尾巴,變化,0.0,1.0,30,,,,自身,使對手的「防禦」降低一階級。,,,普
しぼりとる,絞緊,特殊,--,1.0,5,,,,對方單體,對手剩下的HP越多，則威力越大。威力=對手餘下HP×120÷對手最大HP（捨棄小數點）。威力1~120。,,,普
しめつける,綁緊,物理,15.0,0.85,20,,,,對方單體,4到5回內期間，每回合結束時使對手受到HP最大值8分之1的損傷。期間內對手無法逃走。,,,普
しんそく,神速,物理,80.0,1.0,5,2.0,,,對方單體,發動先制攻擊（雙方使出相同的招式時，以「速度」較高者優先）。,,,普
しんぴのまもり,神秘守護,變化,0.0,0.0,25,,,,全場場地,5回合內不會陷入異常狀態。即使使用此招之的Pokemon被換下，效果仍會正常持續。,20.0,,普
じこあんじ,自我暗示,變化,0.0,0.0,10,,,,對方單體,使自己也獲得對手目前的能力變化效果。,77.0,,普
じこさいせい,自我再生,變化,0.0,0.0,10,,,,隊友,恢復自己HP最大值的2分之1。,,,普
じたばた,抓狂,物理,--,1.0,15,,,,對方單體,自己剩餘的HP愈少，招式威力愈強。N=目前HP×64÷最大HP（捨棄小數點）。Ｎ<2 威力200；2<=N<=5 威力150；6<=N<=12 威力100；13<=N<=21 威力80；22<=N<=42 威力40；N>=43 威力20。,,,普
じばく,自爆,物理,200.0,1.0,5,,,,全場場地,使用後成為「瀕死」狀態，攻擊命中複數Pokemon時，威力降為0.75倍。,,,普
すてみタックル,捨身衝撞,物理,120.0,1.0,15,,,,對方單體,自己也會受到給予對手傷害值3分之1的損傷。,,,普
ずつき,頭錘,物理,70.0,1.0,15,,,,對方單體,有30%機率引發使對手產生「畏懼」反應的追加效果。,,,普
せいちょう,生長,變化,0.0,0.0,20,,,,隊友,使自己的「攻擊」、「特攻」提升一階級。天候為「ひざしがつよい（晴天）」則提升兩階級。,,,普
たいあたり,撞擊,物理,40.0,1.0,35,,,,對方單體,普通的攻擊。,,,普
たくわえる,蓄力,變化,0.0,0.0,20,,,,隊友,使自己的「防禦」、「特防」提升一階級，最多可以累積三次。,,,普
たたきつける,摔打,物理,80.0,0.75,20,,,,對方單體,普通的攻擊。,,,普
たまなげ,投球,物理,15.0,0.85,20,,,,對方單體,連續二到五次的攻擊。37.5%攻擊2或3次、12.5%攻擊4或5次。,,,普
だいばくはつ,大爆炸,物理,250.0,1.0,5,,,,全場場地,使用後成為「瀕死」狀態，攻擊命中複數Pokemon時，威力降為0.75倍。,64.0,,普
ちいさくなる,變小,變化,0.0,0.0,10,,,,隊友,使自己的迴避率提升兩階級。,,,普
ちょうおんぱ,超音波,變化,0.0,0.55,20,,,,對方單體,使對手陷入「混亂」狀態。即使對手使出「みがわり」，攻擊依然可命中。,,,普
つのでつく,角撞,物理,65.0,1.0,25,,,,對方單體,普通的攻擊。,,,普
つのドリル,角鑽,物理,--,0.3,5,,,,對方單體,一擊就使對手陷入「瀕死」狀態，對手等級高於自己時無法命中，對手等級比自己低越多，命中率就越高，無視其他影響命中率的狀態效果。命中率＝30+攻方等級-守方等級。,,,普
つぼをつく,點穴,變化,0.0,0.0,30,,,,自身以外,隨機提升某項能力兩階級。,,,普
つるぎのまい,劍舞,變化,0.0,0.0,20,,,,隊友,使自己的「攻擊」提升兩階級。,75.0,,普
てかげん,手下留情,物理,40.0,1.0,40,,,,對方單體,即使給予足以造成「瀕死」狀態的傷害，對手也必定會留下1的HP。,,,普
てだすけ,幫助,變化,0.0,0.0,20,5.0,,,不定,使選擇幫助之同伴的招式威力增加為1.5倍。,,,普
てをつなぐ,牽手,變化,0.0,0.0,40,,,,不定,,,,普
でんこうせっか,電光一閃,物理,40.0,1.0,30,1.0,,,對方單體,發動先制攻擊（雙方使出相同的招式時，以「速度」較高者優先）。,,,普
とおせんぼう,擋路,變化,0.0,0.0,5,,,,對方單體,對手將無法逃走。訓練家戰時則將無法替換。,,,普
とおぼえ,長嚎,變化,0.0,0.0,40,,,,隊友,使自己的「特攻」提升一階級。,,,普
とぎすます,磨礪,變化,0.0,0.0,30,,,,隊友,,,,普
とげキャノン,尖刺加農炮,物理,20.0,1.0,15,,,,對方單體,連續二到五次的攻擊。37.5%攻擊2或3次、12.5%攻擊4或5次。,,,普
とっしん,猛撞,物理,90.0,0.85,20,,,,對方單體,自己也會受到給予對手傷害值4分之1的損傷。,,,普
とっておき,珍藏,物理,140.0,1.0,5,,,,對方單體,尚未將其他已學會的招式都使用過一次以上時，招式將會失敗。,,,普
ないしょばなし,密語,變化,0.0,0.0,20,,,,對方單體,使對手的「特攻」降低一階級。攻擊必定命中對手。即使對手使用「みがわり」時，攻擊依然命中。,100.0,,普
なかまづくり,找夥伴,變化,0.0,1.0,15,,,,對方單體,使對手的特性變得和自己一樣。但對部份特性會失敗。,,,普
なかよくする,和睦相處,變化,0.0,0.0,20,,,,對方單體,使對手的「攻擊」降低一階級。攻擊必定命中對手。,,,普
なきごえ,叫聲,變化,0.0,1.0,40,,,,自身,使對手的「攻擊」降低一階級。即使對手使出「みがわり」，攻擊依然可命中。,,,普
なしくずし,逐步擊破,物理,70.0,1.0,20,,,,對方單體,不會受到對手的能力變化影響。,,,普
なまける,偷懶,變化,0.0,0.0,10,,,,隊友,恢復自己HP最大值2分之1。,,,普
なみだめ,淚眼汪汪,變化,0.0,0.0,20,,,,對方單體,,,,普
にぎりつぶす,捏碎,物理,--,1.0,5,,,,對方單體,對象HP餘下越多，威力越大；威力＝120×（對象剩餘HP÷對象最大HP ）+1。,,,普
にらみつける,瞪眼,變化,0.0,1.0,30,,,,自身,使對手的「防禦」降低一階級。,,,普
ねがいごと,祈願,變化,0.0,0.0,10,,,,隊友,下回合結束時，恢復自己HP最大值的2分之1。即使更換Pokemon也有效。,,,普
ねこだまし,擊掌奇襲,物理,40.0,1.0,10,3.0,,,對方單體,發動先制攻擊，有100%機率引發使對手產生「畏懼」反應的追加效果。只有在出場後首次行動時才能成功。優先於其他的先制攻擊招式。,,,普
ねこのて,借助,變化,0.0,0.0,20,,,,隊友,隨機使用自己以外的其他同伴Pokemon之招式。,,,普
ねごと,夢話,變化,0.0,0.0,10,,,,隊友,隨機使用所學會的招式。限自己處於「睡眠」狀態時有效。,88.0,,普
のしかかり,泰山壓頂,物理,85.0,1.0,15,,,,對方單體,有30%機率引發使對手陷入「麻痺」狀態的追加效果。對手使用「ちいさくなる」時則攻擊必定命中。而且威力增加為2倍。,,,普
のみこむ,吞下,變化,0.0,0.0,10,,,,隊友,必須先使用過「たくわえる」後使用才能成功。「たくわえる」使用次數越多，恢復量就越多（1次：最大HP的4分之1、2次：最大HP的2分之1、3次：全HP）。因「たくわえる」而提升的「防禦」、「特防」將會恢復原狀。,,,普
はかいこうせん,破壞光線,特殊,150.0,0.9,5,,,,對方單體,使用後，下一回合將無法行動。,15.0,,普
はきだす,噴出,特殊,--,1.0,10,,,,對方單體,必須先使用過「たくわえる」後使用才能成功。「たくわえる」使用次數越多，招式威力就越強（1次：100、2次：200、3次：300）。因「たくわえる」而提升的「防禦」、「特防」將會恢復原狀。,,,普
はさむ,夾住,物理,55.0,1.0,30,,,,對方單體,普通的攻擊。,,,普
はたく,拍擊,物理,40.0,1.0,35,,,,對方單體,普通的攻擊。,,,普
はねる,躍起,變化,0.0,0.0,40,,,,隊友,沒有效果。,,,普
はらだいこ,腹鼓,變化,0.0,0.0,10,,,,隊友,使自己的HP減少HP最大值2分之1。「攻擊」提升到最高階級，餘下HP少於HP最大值2分之1會失敗。,,,普
ばくおんぱ,爆音波,特殊,140.0,1.0,10,,,,全場場地,即使對手使用「みがわり」，攻擊仍可命中。攻擊命中複數Pokemon時，威力降為0.75倍。,,,普
ひっかく,抓,物理,40.0,1.0,35,,,,對方單體,普通的攻擊。,,,普
ひっさつまえば,必殺門牙,物理,80.0,0.9,15,,,,對方單體,有10%機率引發使對手產生「畏懼」反應的追加效果。,,,普
ひみつのちから,秘密之力,物理,70.0,1.0,20,,,,對方單體,有30%機率引發下列的追加效果，此時可引發的追加效果會根據地形不同。草叢、草地為「陷入睡覺狀態」。地面、沙地是「命中率降低一階級」。洞窟是「產生畏懼反應」。水上、水池、淺灘為「攻擊降低一階級」。雪原、冰上是「陷入冰凍狀態」。室內、「Wi-Fi battles」為「陷入麻痺狀態」。,,,普
ふきとばし,吹飛,變化,0.0,0.0,20,,,,對方單體,結束與野生Pokemon的戰鬥。在訓練家戰中可強制對手更換Pokemon，但對手沒有可更換的Pokemon時則會失敗。當野生Pokemon的等級高於我方，或是遇到複數野生Pokemon時也會失敗。即使對手使用「まもる」、「みきり」、「かいでんぱ」、「マジカルフレイム」、「エレキフィールド」、「ファストガード」、「ワイドガード」，攻擊依然可命中。,,,普
ふみつけ,踩踏,物理,65.0,1.0,20,,,,對方單體,有30%機率引發使對手產生「畏懼」反應的追加效果。對手使用「ちいさくなる」時則攻擊必定命中，而且威力增加為2倍。,,,普
ふるいたてる,自我激勵,變化,0.0,0.0,30,,,,隊友,使自己的「攻擊」、「特攻」提升一階級。,1.0,,普
へびにらみ,大蛇瞪眼,變化,0.0,1.0,30,,,,對方單體,使對手陷入「麻痺」狀態。,,,普
へんしん,變身,變化,0.0,0.0,10,,,,對方單體,變身為對手，擁有完全相同的特性與招式（招式的PP均為5）。,,,普
ほえる,吼叫,變化,0.0,0.0,20,,,,對方單體,結束與野生Pokemon的戰鬥。在訓練家戰中可強制對手更換Pokemon，但對手沒有可更換的Pokemon時則會失敗。當野生Pokemon的等級高於我方，或是遇到複數野生Pokemon時也會失敗。即使對手使用「みがわり」、「まもる」、「みきり」、「かいでんぱ」、「マジカルフレイム」、「エレキフィールド」，攻擊依然可命中。,5.0,,普
ほごしょく,保護色,變化,0.0,0.0,20,,,,隊友,使自己的屬性隨地形改變。草叢、草地、「いじげんホール」為「草」。地面、沙地、濕地是「地」。洞窟是「岩」。水上、水池、淺灘為「水」。雪原、冰上是「冰」。室內、「スカイバトル」為「普」。「ベノムトラップ」是「妖」。「キングシールド」為「電」。,,,普
ほしがる,渴望,物理,60.0,1.0,25,,,,對方單體,當對手擁有道具而且自己沒有攜帶道具時，可奪取道具占為己有。對手沒宥攜帶道具時則是普通的攻擊。,,,普
ほろびのうた,滅亡之歌,變化,0.0,0.0,5,,,,全場場地,使用此招時在場上的所有Pokemon，都會在3回合後陷入「瀕死」狀態。即使對手使出「みがわり」，攻擊依然可命中。,,,普
ほんきをだす　こうげき,認真起來大爆擊,物理,210.0,0.0,1,,,,對方單體,,,,普
まきつく,緊束,物理,15.0,0.9,20,,,,對方單體,4到5回合期間，每回合結束時使對手受到HP最大值8分之1的損傷。期間內對手無法逃走。,,,普
まねっこ,仿效,變化,0.0,0.0,20,,,,隊友,使出前一個出現的招式。,,,普
まもる,守住,變化,0.0,0.0,10,4.0,,,隊友,防禦對手該回合的攻擊。連續使用時，成功率會降低50%。,17.0,,普
まるくなる,變圓,變化,0.0,0.0,40,,,,隊友,使自己的「防禦」提升一階級。,,,普
みがわり,替身,變化,0.0,0.0,10,,,,隊友,消耗自己HP最大值的4分之1，創造出自己的分身。,90.0,,普
みだれづき,亂擊,物理,15.0,0.85,20,,,,對方單體,連續二到五次的攻擊。37.5%攻擊2或3次、12.5%攻擊4或5次。,,,普
みだれひっかき,亂抓,物理,18.0,0.8,15,,,,對方單體,連續二到五次的攻擊。37.5%攻擊2或3次、12.5%攻擊4或5次。,,,普
みねうち,點到為止,物理,40.0,1.0,40,,,,對方單體,即使給予足以造成「瀕死」狀態的傷害，對手也必定會留下1的HP。,54.0,,普
みやぶる,識破,變化,0.0,0.0,40,,,,對方單體,攻擊將可忽視對手的迴避率。可使「普」、「格」屬性的攻擊能夠擊中「鬼」系的Pokemon。,,,普
めざめるダンス,覺醒之舞,特殊,90.0,1.0,15,,,,對方單體,,,,普
めざめるパワー,覺醒力量,特殊,60.0,1.0,15,,,,對方單體,屬性及威力(30~70)隨著Pokemon的個體值而變化。,10.0,,普
ものまね,模仿,變化,0.0,0.0,10,,,,對方單體,可複製對手最後一次使用的招式供自己使用，限該場戰鬥有效（複製的招式pp均為5）。在對手使用招式前就先出招的話會失敗。,,,普
やつあたり,遷怒,物理,--,1.0,20,,,,對方單體,招式威力隨親密程度而改變，親密程度愈低則威力愈強（1~102）。威力=（255-親密度）×2÷5。,21.0,,普
ゆうわく,誘惑,變化,0.0,1.0,20,,,,自身,使對手的「特攻」降低兩階級，但對象必須是異性。,,,普
ゆびをふる,揮指,變化,0.0,0.0,10,,,,隊友,隨機使出招式。,,,普
りんしょう,輪唱,特殊,60.0,1.0,15,,,,對方單體,同一回合內有複數Pokemon使出「りんしょう」時，將可配合首先使出「りんしょう」者同時出招。後出的「りんしょう」之威力增強為2倍。即使對手使出「みがわり」，攻擊依然可命中。,48.0,,普
れんぞくパンチ,連續拳,物理,18.0,0.85,15,,,,對方單體,連續二到五次的攻擊。37.5%攻擊2或3次、12.5%攻擊4或5次。,,,普
わるあがき,掙扎,物理,50.0,0.0,1,,,,我方全員,全部招式PP用完時使用的招式，每次攻擊減去HP最大值的4分之1，無視對手屬性。,,,普
アフロブレイク,爆炸頭突擊,物理,120.0,1.0,15,,,,對方單體,自己也會受到給予對手傷害值4分之1的損傷。,,,普
アンコール,再來一次,變化,0.0,1.0,5,,,,對方單體,使對手重複使用最後使出的招式，效果持續3回合。,,,普
ウェザーボール,氣象球,特殊,50.0,1.0,10,,,,對方單體,招式屬性隨天候而改變，「ひざしがつよい（晴天）」時為火，「あめ（下雨）」時為水，「あられ（冰雹）」時為冰，「すなあらし（沙塵）」時則是岩。上述天候狀態時，威力增加為2倍。,,,普
ウルトラダッシュアタック,究極無敵大衝撞,物理,--,0.0,1,,,,對方單體,,,,普
エコーボイス,回聲,特殊,40.0,1.0,15,,,,對方單體,威力可藉由「每回合持續使用」的方式提升（最高為200）。即使由不同Pokemon使用，效果仍可延續，但中斷使用時威力就會恢復原值，即使對手使出「みがわり」，攻擊依然可命中。,49.0,,普
ギガインパクト,終極衝擊,物理,150.0,0.9,5,,,,對方單體,使用後的下一回合將無法行動。,68.0,,普
ギフトパス,傳遞禮物,變化,0.0,0.0,15,,,,對方單體,自己帶有道具而且對手沒有道具時，可將道具交給對手。自己沒帶道具或對手持有道具時，招式將會失敗。,,,普
シンプルビーム,單純光束,變化,0.0,1.0,15,,,,對方單體,將對手的特性變成「たんじゅん」。但對部份特性會失敗。,,,普
スイープビンタ,掃尾拍打,物理,25.0,0.85,10,,,,對方單體,連續二到五次的攻擊。37.5%攻擊2或3次、12.5%攻擊4或5次。,,,普
スケッチ,寫生,變化,0.0,0.0,1,,,,對方單體,複製對手最後使用的招式。成功時，會忘記自己原本學會的「スケッチ」，變成複製之招式。,,,普
スピードスター,高速星星,特殊,60.0,0.0,20,,,,自身,攻擊必定命中對手。攻擊命中複數Pokemon時，威力則降為0.75倍。,,,普
スポットライト,聚光燈,變化,0.0,0.0,15,3.0,,,對方單體,,,,普
ソニックブーム,音爆,特殊,--,0.9,20,,,,對方單體,給予固定為20點的傷害。,,,普
タマゴうみ,生蛋,變化,0.0,0.0,10,,,,隊友,恢復自己HP最大值的2分之1。冒險中使用：將自己的HP最大值的的5分之1分給隊中其他Pokemon。,,,普
タマゴばくだん,炸蛋,物理,100.0,0.75,10,,,,對方單體,普通的攻擊。,,,普
ダブルアタック,二連擊,物理,35.0,0.9,10,,,,對方單體,連續兩次的攻擊。,,,普
テクスチャー,紋理,變化,0.0,0.0,30,,,,隊友,將自己的屬性變為自己其中一個招式的屬性,,,普
テクスチャー２,紋理２,變化,0.0,0.0,30,,,,對方單體,將自己的屬性變為最後受到攻擊的招式的屬性，且傷害會減半或無效的屬性,,,普
テクノバスター,高科技光炮,特殊,120.0,1.0,5,,,,對方單體,屬性隨自己裝備的磁帶不同而改變,,,普
トライアタック,三重攻擊,特殊,80.0,1.0,10,,,,對方單體,有20%機率引發使對手陷入「麻痺」、「燒傷」、「冰凍」狀態其中之一的追加效果。,,,普
ナインエボルブースト,九彩昇華齊聚頂,變化,0.0,0.0,1,,,,隊友,,,,普
ネコにこばん,聚寶功,物理,40.0,1.0,20,,,,對方單體,戰鬥完結後，可得到級別×攻擊次數×5的金錢。,,,普
ハイパーボイス,巨聲,特殊,90.0,1.0,10,,,,自身,即使對手使用「みがわり」，攻擊仍可命中。攻擊命中複數Pokemon時，威力降為0.75倍。,,,普
ハサミギロチン,斷頭鉗,物理,--,0.3,5,,,,對方單體,一擊就使對手陷入「瀕死」狀態，對手等級高於自己時無法命中，對手等級比自己低越多，命中率就越高，無視其他影響命中率的狀態效果。命中率＝30+攻方等級-守方等級。,,,普
ハッピータイム,歡樂時光,變化,0.0,0.0,30,,,,全場場地,戰鬥完結後，可得到兩倍的金錢。,,,普
バトンタッチ,接棒,變化,0.0,0.0,40,,,,隊友,更換為候補的其他Pokemon，新登場者會繼承更換前的能力變化狀態。,,,普
ピヨピヨパンチ,迷昏拳,物理,70.0,1.0,10,,,,對方單體,有20%機率引發使對手陷入「混亂」狀態的追加效果。,,,普
フェイント,佯攻,物理,30.0,1.0,10,2.0,,,對方單體,發動先制攻擊。即使對手已使用「まもる」、「みきり」、「かいでんぱ」、「マジカルフレイム」、「エレキフィールド」、「ファストガード」、「ワイドガード」，攻擊依然可命中並解除以上防禦效果。,,,普
フラッシュ,閃光,變化,0.0,1.0,20,,,,對方單體,使對手的「命中率」降低一階級。冒險中使用：使洞窟內視野變得較為良好，不容易遇到野生Pokemon。,,,普
フラフラダンス,搖晃舞,變化,0.0,1.0,20,,,,全場場地,使對手陷入「混亂」狀態。,,,普
ブレイククロー,撕裂爪,物理,75.0,0.95,10,,,,對方單體,有50%機率引發使對手「防禦」降低一階級的追加效果。,,,普
プレゼント,禮物,物理,--,0.9,15,,,,對方單體,威力為40的機率是40%，威力為80的機率是30%，威力為120的機率是10%，使對手恢復其HP最大值4分之1的機率則是20%。,,,普
マルチアタック,多屬性攻擊,物理,90.0,1.0,10,,,,對方單體,,,,普
ミラータイプ,鏡面屬性,變化,0.0,0.0,15,,,,對方單體,自己的屬性變成與對手相同。,,,普
ミルクのみ,喝牛奶,變化,0.0,0.0,10,,,,隊友,恢復自己HP最大值的2分之1。冒險中使用：將自己的HP最大值的的5分之1分給隊中其他Pokemon。,,,普
メガトンキック,百萬噸重踢,物理,120.0,0.75,5,,,,對方單體,普通的攻擊。,,,普
メガトンパンチ,百萬噸重拳,物理,80.0,0.85,20,,,,對方單體,普通的攻擊。,,,普
メロメロ,迷人,變化,0.0,1.0,15,,,,對方單體,使對手有50%機率無法發動攻擊，但對象必須是異性。,45.0,,普
リサイクル,回收利用,變化,0.0,0.0,10,,,,隊友,可再次使用已用過的攜帶道具。,,,普
リフレッシュ,煥然一新,變化,0.0,0.0,20,,,,隊友,治療「中毒」、「劇毒」、「麻痺」、「燒傷」狀態。,,,普
ロケットずつき,火箭頭錘,物理,130.0,1.0,10,,,,對方單體,第一回合蓄力，第二回合攻擊，第一回合可使自己的「防禦」提升一階級。,,,普
ロックオン,鎖定,變化,0.0,0.0,5,,,,對方單體,下回合的攻擊必定命中。,,,普
ロッククライム,攀岩,物理,90.0,0.85,20,,,,對方單體,有20%機率引發使對手陷入「混亂」狀態的追加效果。,,,普
あおいほのお,青焰,特殊,130.0,0.85,5,,,,對方單體,有20%機率引發使對手陷入「燒傷」狀態的追加效果。,,,火
おにび,鬼火,變化,0.0,0.85,15,,,,對方單體,使對手陷入「燒傷」狀態。,61.0,,火
かえんぐるま,火焰輪,物理,60.0,1.0,25,,,,對方單體,有10%機率引發使對手陷入「燒傷」狀態的追加效果。對手處於「冰凍」狀態時，冰將會融化。在自己處於「冰凍」狀態時也可以使用。可將自己的冰融化。,,,火
かえんだん,火焰彈,特殊,100.0,1.0,5,,,,全場場地,有30%機率引發使對手陷入「燒傷」狀態的追加效果。,,,火
